User_ID,Subscription_Type,Monthly_Revenue,Country,Age,Gender,Device
1303,Standard,14,United Kingdom,38,Male,Laptop
1663,Standard,12,United Kingdom,38,Female,Smartphone
2278,Standard,15,United Kingdom,38,Female,Tablet
2338,Standard,10,United Kingdom,38,Female,Tablet
160,Premium,15,Italy,39,Male,Smartphone
1235,Basic,13,Italy,39,Female,Tablet
1865,Basic,15,Italy,39,Male,Smartphone
2120,Basic,14,Italy,39,Female,Smart TV
2345,Basic,11,Italy,39,Male,Smartphone
2420,Basic,13,Italy,39,Male,Laptop
2435,Basic,14,Italy,39,Male,Smartphone
89,Basic,15,Spain,39,Male,Smartphone
199,Premium,14,Spain,39,Female,Tablet
547,Basic,10,Spain,39,Male,Tablet
652,Basic,14,Spain,39,Female,Smartphone
951,Premium,12,Spain,39,Female,Smartphone
1054,Standard,12,Spain,39,Female,Tablet
1144,Premium,14,Spain,39,Male,Tablet
1402,Basic,13,Spain,39,Female,Laptop
1549,Premium,10,Spain,39,Male,Tablet
1671,Premium,13,Spain,39,Female,Smartphone
2014,Standard,12,Spain,39,Male,Smart TV
2077,Basic,11,Spain,39,Female,Laptop
2121,Premium,14,Spain,39,Male,Laptop
2196,Premium,15,Spain,39,Male,Smartphone
2284,Standard,12,Spain,39,Female,Smartphone
47,Basic,10,Brazil,39,Female,Smart TV
357,Basic,15,Brazil,39,Male,Smartphone
387,Premium,11,Brazil,39,Female,Tablet
587,Basic,14,Brazil,39,Male,Smart TV
632,Basic,13,Brazil,39,Male,Smartphone
767,Basic,15,Brazil,39,Male,Laptop
2207,Basic,13,Brazil,39,Female,Laptop
2387,Basic,15,Brazil,39,Female,Smartphone
92,Basic,14,Canada,39,Male,Smart TV
172,Basic,12,Canada,39,Female,Smartphone
534,Standard,11,Canada,39,Female,Smart TV
717,Basic,15,Canada,39,Female,Tablet
984,Standard,15,Canada,39,Male,Smart TV
1047,Basic,13,Canada,39,Female,Laptop
1164,Premium,15,Canada,39,Male,Smart TV
1452,Basic,10,Canada,39,Male,Smart TV
1524,Standard,11,Canada,39,Male,Smartphone
1572,Basic,13,Canada,39,Male,Laptop
1647,Basic,11,Canada,39,Female,Laptop
1662,Premium,13,Canada,39,Male,Smartphone
1707,Basic,13,Canada,39,Female,Smartphone
1797,Basic,14,Canada,39,Male,Smart TV
1899,Standard,14,Canada,39,Female,Smartphone
1947,Basic,12,Canada,39,Male,Smartphone
1992,Basic,14,Canada,39,Male,Smartphone
2007,Basic,10,Canada,39,Female,Smart TV
2052,Basic,11,Canada,39,Female,Smart TV
2112,Premium,15,Canada,39,Female,Smart TV
2172,Basic,14,Canada,39,Female,Smart TV
2217,Basic,11,Canada,39,Female,Tablet
2334,Standard,13,Canada,39,Female,Smartphone
236,Basic,11,France,39,Female,Smartphone
376,Basic,12,France,39,Female,Smartphone
976,Basic,15,France,39,Female,Laptop
1126,Basic,14,France,39,Female,Laptop
1426,Basic,12,France,39,Female,Smart TV
1621,Premium,10,France,39,Male,Laptop
2026,Basic,15,France,39,Male,Smart TV
2326,Basic,12,France,39,Male,Tablet
8,Basic,10,Mexico,39,Female,Laptop
148,Standard,15,Mexico,39,Female,Smartphone
228,Standard,10,Mexico,39,Male,Smart TV
318,Standard,10,Mexico,39,Female,Laptop
708,Standard,13,Mexico,39,Male,Laptop
843,Standard,13,Mexico,39,Female,Smartphone
1098,Standard,10,Mexico,39,Female,Smartphone
1308,Standard,15,Mexico,39,Male,Tablet
1548,Standard,13,Mexico,39,Male,Tablet
1878,Standard,12,Mexico,39,Female,Tablet
35,Basic,10,Germany,39,Female,Smart TV
55,Basic,10,Germany,39,Female,Smart TV
415,Basic,13,Germany,39,Female,Smartphone
435,Basic,11,Germany,39,Female,Smart TV
495,Basic,13,Germany,39,Male,Smartphone
675,Basic,11,Germany,39,Female,Tablet
945,Basic,13,Germany,39,Male,Laptop
1320,Basic,10,Germany,39,Male,Laptop
1350,Basic,13,Germany,39,Female,Smartphone
1560,Basic,12,Germany,39,Female,Smart TV
1605,Basic,11,Germany,39,Male,Laptop
1995,Basic,11,Germany,39,Male,Tablet
174,Standard,14,Australia,39,Female,Tablet
284,Premium,14,Australia,39,Female,Smartphone
374,Premium,10,Australia,39,Female,Laptop
629,Premium,11,Australia,39,Male,Tablet
1949,Premium,15,Australia,39,Female,Smart TV
2204,Premium,11,Australia,39,Male,Smart TV
91,Premium,11,United States,39,Male,Tablet
683,Basic,13,United States,39,Male,Smartphone
728,Standard,14,United States,39,Male,Laptop
805,Basic,15,United States,39,Female,Laptop
1105,Basic,15,United States,39,Male,Tablet
1166,Premium,13,United States,39,Female,Tablet
1285,Premium,10,United States,39,Male,Smart TV
1313,Standard,10,United States,39,Male,Smart TV
1346,Basic,12,United States,39,Female,Smart TV
1360,Premium,10,United States,39,Male,Smart TV
1553,Standard,12,United States,39,Male,Tablet
1583,Basic,12,United States,39,Male,Tablet
1600,Basic,11,United States,39,Male,Tablet
1601,Premium,14,United States,39,Male,Smartphone
1630,Basic,13,United States,39,Male,Smart TV
1945,Basic,14,United States,39,Female,Smart TV
1988,Standard,15,United States,39,Female,Smartphone
2138,Standard,11,United States,39,Male,Smartphone
2425,Basic,12,United States,39,Male,Tablet
2456,Premium,13,United States,39,Male,Smartphone
293,Standard,14,United Kingdom,39,Female,Laptop
553,Standard,14,United Kingdom,39,Male,Smart TV
808,Standard,13,United Kingdom,39,Male,Smart TV
853,Standard,14,United Kingdom,39,Male,Tablet
1288,Standard,11,United Kingdom,39,Male,Smartphone
1948,Standard,11,United Kingdom,39,Female,Laptop
2473,Standard,12,United Kingdom,39,Female,Laptop
330,Basic,10,Italy,40,Female,Smart TV
1205,Basic,12,Italy,40,Female,Laptop
1295,Basic,10,Italy,40,Female,Smartphone
1340,Basic,14,Italy,40,Female,Smartphone
1400,Basic,14,Italy,40,Male,Laptop
1985,Basic,11,Italy,40,Male,Tablet
2195,Basic,14,Italy,40,Female,Smart TV
139,Standard,13,Spain,40,Male,Smartphone
832,Standard,14,Spain,40,Female,Tablet
919,Premium,15,Spain,40,Male,Smartphone
949,Premium,14,Spain,40,Male,Tablet
1024,Premium,10,Spain,40,Female,Smartphone
1071,Premium,12,Spain,40,Female,Tablet
1147,Basic,11,Spain,40,Female,Tablet
1221,Premium,15,Spain,40,Male,Smart TV
1372,Basic,12,Spain,40,Female,Laptop
1579,Standard,11,Spain,40,Female,Smart TV
1686,Premium,11,Spain,40,Male,Laptop
1804,Standard,12,Spain,40,Female,Laptop
2179,Standard,10,Spain,40,Male,Smart TV
2239,Standard,12,Spain,40,Male,Smart TV
2254,Standard,11,Spain,40,Male,Laptop
2301,Premium,13,Spain,40,Male,Laptop
2422,Basic,14,Spain,40,Male,Smart TV
2467,Basic,15,Spain,40,Female,Smartphone
117,Basic,15,Brazil,40,Female,Tablet
297,Basic,13,Brazil,40,Male,Smartphone
457,Standard,14,Brazil,40,Male,Smart TV
857,Basic,15,Brazil,40,Male,Smartphone
1322,Basic,11,Brazil,40,Male,Smartphone
1427,Premium,10,Brazil,40,Male,Tablet
1502,Premium,14,Brazil,40,Female,Laptop
1727,Premium,13,Brazil,40,Male,Smartphone
2282,Basic,10,Brazil,40,Female,Smartphone
2462,Basic,11,Brazil,40,Female,Smart TV
2477,Premium,12,Brazil,40,Male,Laptop
42,Basic,10,Canada,40,Male,Smartphone
1194,Premium,15,Canada,40,Male,Smart TV
1212,Premium,13,Canada,40,Female,Tablet
1302,Basic,11,Canada,40,Male,Smart TV
1332,Basic,12,Canada,40,Female,Smartphone
1629,Standard,14,Canada,40,Male,Smart TV
1809,Standard,15,Canada,40,Female,Tablet
2094,Premium,13,Canada,40,Female,Smart TV
2124,Standard,14,Canada,40,Male,Laptop
2232,Basic,13,Canada,40,Female,Laptop
2244,Premium,10,Canada,40,Male,Smart TV
2262,Premium,10,Canada,40,Female,Smartphone
206,Premium,11,France,40,Male,Smartphone
1081,Premium,10,France,40,Female,Smartphone
1951,Basic,15,France,40,Male,Tablet
723,Standard,10,Mexico,40,Female,Smartphone
858,Standard,14,Mexico,40,Female,Laptop
1218,Standard,13,Mexico,40,Male,Laptop
1293,Standard,11,Mexico,40,Female,Tablet
1428,Standard,12,Mexico,40,Male,Smart TV
1638,Standard,10,Mexico,40,Female,Tablet
2013,Standard,10,Mexico,40,Female,Smart TV
2328,Standard,13,Mexico,40,Female,Laptop
25,Basic,10,Germany,40,Female,Laptop
65,Basic,10,Germany,40,Female,Laptop
540,Standard,10,Germany,40,Male,Smartphone
735,Basic,14,Germany,40,Male,Laptop
1230,Basic,12,Germany,40,Female,Smart TV
1275,Basic,11,Germany,40,Female,Smartphone
1950,Basic,10,Germany,40,Female,Laptop
2145,Basic,14,Germany,40,Female,Smart TV
224,Premium,15,Australia,40,Female,Smartphone
354,Standard,10,Australia,40,Female,Laptop
484,Standard,13,Australia,40,Male,Smartphone
509,Premium,10,Australia,40,Male,Smartphone
734,Premium,14,Australia,40,Male,Tablet
1034,Premium,11,Australia,40,Female,Tablet
2159,Premium,11,Australia,40,Female,Tablet
2234,Premium,15,Australia,40,Male,Tablet
2279,Premium,10,Australia,40,Male,Smart TV
2294,Standard,14,Australia,40,Female,Smartphone
2309,Premium,12,Australia,40,Female,Smartphone
2369,Standard,11,Australia,40,Female,Smartphone
111,Premium,14,United States,40,Male,Tablet
211,Premium,15,United States,40,Male,Tablet
760,Premium,13,United States,40,Female,Smartphone
818,Standard,13,United States,40,Male,Tablet
848,Standard,11,United States,40,Male,Tablet
910,Premium,10,United States,40,Female,Smart TV
1181,Premium,15,United States,40,Female,Laptop
1613,Standard,15,United States,40,Female,Smartphone
1645,Basic,12,United States,40,Female,Laptop
1840,Basic,14,United States,40,Male,Laptop
1916,Premium,13,United States,40,Male,Tablet
1975,Basic,11,United States,40,Male,Tablet
2200,Basic,14,United States,40,Male,Laptop
2261,Basic,10,United States,40,Female,Tablet
2351,Premium,14,United States,40,Female,Smartphone
2486,Basic,10,United States,40,Female,Smartphone
173,Standard,15,United Kingdom,40,Male,Smartphone
323,Standard,14,United Kingdom,40,Male,Smartphone
393,Standard,10,United Kingdom,40,Male,Tablet
463,Standard,11,United Kingdom,40,Male,Smart TV
538,Standard,14,United Kingdom,40,Female,Tablet
748,Standard,13,United Kingdom,40,Male,Smart TV
988,Standard,12,United Kingdom,40,Female,Smartphone
1408,Standard,14,United Kingdom,40,Female,Smart TV
20,Basic,10,Italy,41,Male,Tablet
70,Basic,10,Italy,41,Male,Smartphone
620,Basic,11,Italy,41,Female,Smartphone
1175,Basic,12,Italy,41,Male,Laptop
1835,Basic,11,Italy,41,Female,Tablet
2255,Basic,15,Italy,41,Female,Laptop
209,Premium,11,Spain,41,Male,Laptop
359,Premium,11,Spain,41,Male,Smartphone
469,Premium,12,Spain,41,Female,Tablet
754,Standard,11,Spain,41,Male,Laptop
1159,Standard,15,Spain,41,Male,Laptop
1161,Premium,12,Spain,41,Male,Smartphone
1267,Basic,14,Spain,41,Male,Tablet
1281,Premium,13,Spain,41,Female,Laptop
1414,Standard,15,Spain,41,Male,Tablet
1462,Basic,13,Spain,41,Female,Smartphone
1609,Standard,14,Spain,41,Female,Smart TV
1641,Premium,10,Spain,41,Male,Tablet
1729,Standard,11,Spain,41,Male,Laptop
1912,Basic,11,Spain,41,Male,Laptop
2001,Premium,10,Spain,41,Female,Smart TV
2046,Premium,12,Spain,41,Male,Smartphone
2212,Basic,14,Spain,41,Male,Smart TV
2226,Premium,13,Spain,41,Female,Laptop
2256,Premium,15,Spain,41,Male,Laptop
2286,Premium,15,Spain,41,Male,Laptop
2299,Premium,14,Spain,41,Male,Smartphone
542,Basic,14,Brazil,41,Male,Smartphone
1247,Basic,13,Brazil,41,Female,Smartphone
1607,Basic,15,Brazil,41,Female,Smartphone
342,Basic,11,Canada,41,Female,Laptop
747,Basic,11,Canada,41,Male,Smart TV
912,Premium,15,Canada,41,Male,Tablet
1092,Basic,15,Canada,41,Male,Smart TV
1392,Basic,13,Canada,41,Female,Tablet
1437,Premium,13,Canada,41,Male,Laptop
1692,Basic,12,Canada,41,Female,Tablet
1932,Basic,11,Canada,41,Male,Tablet
2037,Premium,13,Canada,41,Female,Smart TV
2292,Basic,12,Canada,41,Female,Smart TV
2307,Basic,14,Canada,41,Male,Smartphone
2337,Premium,10,Canada,41,Male,Smartphone
2424,Standard,14,Canada,41,Female,Laptop
136,Premium,12,France,41,Female,Smart TV
366,Premium,12,France,41,Male,Smart TV
436,Premium,11,France,41,Female,Smartphone
456,Premium,14,France,41,Male,Tablet
1201,Basic,10,France,41,Male,Smart TV
1396,Premium,14,France,41,Female,Smart TV
1561,Premium,14,France,41,Male,Laptop
1756,Premium,13,France,41,Male,Tablet
2146,Premium,12,France,41,Female,Tablet
2386,Premium,11,France,41,Female,Smartphone
2461,Premium,13,France,41,Male,Laptop
2491,Premium,13,France,41,Female,Smartphone
258,Standard,11,Mexico,41,Female,Smartphone
298,Standard,14,Mexico,41,Male,Tablet
498,Standard,11,Mexico,41,Female,Smartphone
633,Standard,12,Mexico,41,Female,Smartphone
1203,Standard,12,Mexico,41,Male,Smart TV
1233,Standard,13,Mexico,41,Female,Smartphone
1458,Standard,14,Mexico,41,Female,Tablet
1908,Standard,15,Mexico,41,Male,Smartphone
2028,Standard,11,Mexico,41,Female,Smartphone
2403,Standard,15,Mexico,41,Male,Laptop
445,Basic,12,Germany,41,Male,Tablet
570,Basic,10,Germany,41,Female,Laptop
585,Basic,14,Germany,41,Male,Laptop
645,Basic,13,Germany,41,Male,Laptop
915,Standard,15,Germany,41,Male,Laptop
1110,Basic,13,Germany,41,Female,Tablet
1215,Standard,13,Germany,41,Female,Laptop
2220,Basic,15,Germany,41,Male,Smartphone
74,Premium,13,Australia,41,Female,Smartphone
394,Premium,14,Australia,41,Female,Tablet
659,Premium,13,Australia,41,Male,Laptop
1049,Premium,14,Australia,41,Male,Smartphone
1259,Premium,13,Australia,41,Female,Laptop
1484,Premium,13,Australia,41,Male,Smart TV
1769,Standard,14,Australia,41,Female,Laptop
1859,Premium,15,Australia,41,Male,Laptop
2009,Premium,10,Australia,41,Male,Laptop
2219,Standard,10,Australia,41,Female,Laptop
2264,Basic,12,Australia,41,Male,Smartphone
271,Premium,14,United States,41,Male,Laptop
551,Premium,13,United States,41,Female,Laptop
593,Standard,11,United States,41,Male,Smartphone
866,Premium,10,United States,41,Female,Smart TV
998,Standard,15,United States,41,Female,Laptop
1361,Basic,12,United States,41,Female,Laptop
1465,Basic,14,United States,41,Male,Laptop
1481,Premium,14,United States,41,Female,Laptop
1568,Standard,14,United States,41,Female,Smart TV
1688,Standard,14,United States,41,Female,Tablet
1898,Standard,13,United States,41,Female,Tablet
1960,Premium,13,United States,41,Female,Laptop
2003,Standard,11,United States,41,Male,Tablet
2006,Premium,13,United States,41,Female,Laptop
2018,Standard,10,United States,41,Female,Laptop
2048,Standard,11,United States,41,Male,Tablet
2125,Basic,14,United States,41,Female,Smartphone
2171,Basic,12,United States,41,Male,Tablet
2290,Basic,13,United States,41,Male,Smartphone
33,Standard,12,United Kingdom,41,Female,Laptop
53,Standard,12,United Kingdom,41,Female,Laptop
63,Standard,12,United Kingdom,41,Female,Smart TV
413,Standard,13,United Kingdom,41,Female,Smartphone
423,Standard,15,United Kingdom,41,Male,Smartphone
523,Standard,13,United Kingdom,41,Male,Smartphone
1513,Standard,12,United Kingdom,41,Male,Smartphone
1648,Standard,15,United Kingdom,41,Female,Smartphone
1693,Standard,13,United Kingdom,41,Female,Tablet
2218,Standard,15,United Kingdom,41,Female,Tablet
2398,Standard,10,United Kingdom,41,Male,Smart TV
30,Basic,10,Italy,42,Male,Smartphone
60,Basic,10,Italy,42,Male,Tablet
770,Basic,11,Italy,42,Female,Laptop
995,Basic,14,Italy,42,Female,Tablet
1370,Basic,13,Italy,42,Female,Tablet
1640,Basic,13,Italy,42,Male,Smart TV
2300,Basic,13,Italy,42,Female,Tablet
2375,Basic,13,Italy,42,Male,Laptop
249,Standard,14,Spain,42,Female,Smartphone
516,Premium,14,Spain,42,Female,Smart TV
682,Standard,11,Spain,42,Male,Tablet
966,Premium,12,Spain,42,Female,Laptop
967,Basic,10,Spain,42,Female,Smartphone
982,Standard,12,Spain,42,Female,Smart TV
1057,Standard,14,Spain,42,Female,Tablet
1117,Basic,15,Spain,42,Female,Tablet
1204,Standard,13,Spain,42,Male,Laptop
1387,Basic,13,Spain,42,Male,Smart TV
1477,Basic,13,Spain,42,Male,Smart TV
1491,Premium,11,Spain,42,Female,Laptop
1627,Basic,15,Spain,42,Female,Smartphone
1866,Premium,12,Spain,42,Male,Laptop
1924,Premium,13,Spain,42,Female,Laptop
2047,Basic,11,Spain,42,Female,Laptop
2091,Premium,13,Spain,42,Female,Smartphone
2149,Premium,14,Spain,42,Male,Smart TV
2152,Basic,14,Spain,42,Male,Laptop
2434,Standard,11,Spain,42,Female,Smart TV
2464,Standard,12,Spain,42,Female,Smartphone
872,Basic,14,Brazil,42,Female,Laptop
1217,Basic,12,Brazil,42,Male,Laptop
1232,Basic,11,Brazil,42,Female,Smartphone
1352,Premium,13,Brazil,42,Male,Laptop
2027,Premium,13,Brazil,42,Female,Smart TV
2177,Premium,15,Brazil,42,Female,Tablet
402,Basic,14,Canada,42,Male,Smartphone
452,Premium,12,Canada,42,Female,Laptop
624,Standard,10,Canada,42,Male,Smartphone
879,Standard,12,Canada,42,Female,Tablet
927,Basic,11,Canada,42,Male,Laptop
1404,Standard,14,Canada,42,Female,Tablet
1974,Standard,11,Canada,42,Male,Smartphone
2394,Premium,13,Canada,42,Female,Smartphone
166,Premium,13,France,42,Male,Laptop
841,Premium,13,France,42,Male,Smartphone
528,Standard,13,Mexico,42,Female,Smartphone
678,Standard,15,Mexico,42,Female,Smart TV
873,Standard,10,Mexico,42,Female,Smart TV
888,Standard,13,Mexico,42,Female,Laptop
903,Standard,11,Mexico,42,Male,Laptop
1128,Standard,10,Mexico,42,Male,Tablet
1563,Standard,15,Mexico,42,Male,Laptop
2088,Standard,10,Mexico,42,Female,Tablet
125,Basic,12,Germany,42,Male,Smartphone
285,Basic,10,Germany,42,Female,Laptop
1800,Basic,14,Germany,42,Male,Tablet
1815,Standard,13,Germany,42,Female,Tablet
1860,Basic,10,Germany,42,Male,Laptop
1980,Basic,15,Germany,42,Female,Laptop
164,Basic,11,Australia,42,Female,Tablet
344,Standard,13,Australia,42,Female,Smartphone
1004,Premium,14,Australia,42,Male,Smart TV
1244,Standard,12,Australia,42,Male,Tablet
1709,Premium,10,Australia,42,Female,Smartphone
1754,Premium,10,Australia,42,Male,Smart TV
141,Premium,12,United States,42,Male,Smartphone
391,Premium,13,United States,42,Male,Laptop
535,Premium,15,United States,42,Female,Laptop
655,Basic,11,United States,42,Male,Tablet
893,Standard,13,United States,42,Female,Smart TV
956,Premium,10,United States,42,Female,Smart TV
1013,Standard,12,United States,42,Female,Smart TV
1133,Basic,12,United States,42,Male,Laptop
1268,Standard,13,United States,42,Female,Laptop
1315,Basic,11,United States,42,Male,Smartphone
1373,Standard,13,United States,42,Female,Laptop
1418,Standard,15,United States,42,Female,Smart TV
1450,Basic,12,United States,42,Female,Smartphone
1540,Basic,12,United States,42,Male,Laptop
1585,Premium,10,United States,42,Male,Laptop
1643,Standard,11,United States,42,Female,Tablet
1675,Basic,12,United States,42,Female,Laptop
1690,Basic,13,United States,42,Female,Laptop
1778,Standard,11,United States,42,Female,Tablet
1793,Standard,14,United States,42,Female,Smart TV
1915,Basic,10,United States,42,Male,Smartphone
2096,Basic,15,United States,42,Female,Tablet
2215,Basic,13,United States,42,Female,Smartphone
2483,Basic,15,United States,42,Male,Laptop
3,Standard,12,United Kingdom,42,Male,Smart TV
203,Standard,13,United Kingdom,42,Female,Smart TV
508,Standard,12,United Kingdom,42,Female,Tablet
628,Standard,10,United Kingdom,42,Male,Smartphone
688,Standard,10,United Kingdom,42,Male,Smartphone
793,Standard,11,United Kingdom,42,Female,Smartphone
943,Standard,15,United Kingdom,42,Female,Smart TV
958,Standard,10,United Kingdom,42,Female,Laptop
1168,Standard,13,United Kingdom,42,Male,Laptop
1258,Standard,15,United Kingdom,42,Female,Tablet
1318,Standard,11,United Kingdom,42,Male,Smartphone
1783,Standard,13,United Kingdom,42,Female,Smartphone
2083,Standard,12,United Kingdom,42,Male,Tablet
80,Basic,12,Italy,43,Male,Tablet
130,Basic,14,Italy,43,Female,Tablet
140,Basic,12,Italy,43,Female,Smartphone
360,Basic,15,Italy,43,Female,Tablet
390,Standard,13,Italy,43,Female,Laptop
1160,Basic,12,Italy,43,Female,Smart TV
1385,Basic,15,Italy,43,Male,Smartphone
1430,Basic,13,Italy,43,Female,Smart TV
2030,Basic,14,Italy,43,Male,Tablet
2495,Basic,15,Italy,43,Female,Laptop
79,Standard,15,Spain,43,Female,Laptop
501,Premium,14,Spain,43,Male,Smartphone
697,Basic,12,Spain,43,Male,Smart TV
1282,Standard,12,Spain,43,Male,Tablet
1386,Premium,14,Spain,43,Female,Smart TV
1417,Basic,13,Spain,43,Female,Tablet
1432,Standard,11,Spain,43,Male,Smartphone
1642,Basic,12,Spain,43,Male,Tablet
1702,Basic,12,Spain,43,Male,Smartphone
1896,Premium,14,Spain,43,Male,Laptop
1927,Basic,13,Spain,43,Female,Smart TV
1939,Standard,11,Spain,43,Female,Tablet
1954,Standard,11,Spain,43,Male,Laptop
1971,Premium,13,Spain,43,Female,Laptop
2134,Standard,13,Spain,43,Male,Smart TV
2346,Premium,10,Spain,43,Female,Smartphone
287,Basic,10,Brazil,43,Male,Smartphone
737,Basic,15,Brazil,43,Female,Tablet
962,Basic,12,Brazil,43,Female,Laptop
1757,Basic,13,Brazil,43,Male,Laptop
1817,Basic,12,Brazil,43,Female,Smartphone
2162,Basic,10,Brazil,43,Female,Tablet
292,Basic,11,Canada,43,Female,Laptop
519,Premium,10,Canada,43,Male,Smartphone
582,Basic,12,Canada,43,Female,Laptop
627,Basic,11,Canada,43,Female,Smart TV
729,Standard,15,Canada,43,Female,Smartphone
942,Basic,12,Canada,43,Male,Laptop
1059,Standard,15,Canada,43,Male,Tablet
1467,Basic,12,Canada,43,Male,Smartphone
1569,Premium,10,Canada,43,Male,Tablet
1779,Standard,15,Canada,43,Female,Smartphone
2157,Basic,10,Canada,43,Male,Smart TV
2229,Standard,11,Canada,43,Female,Smartphone
2352,Basic,11,Canada,43,Female,Smart TV
766,Premium,13,France,43,Male,Smartphone
946,Premium,14,France,43,Female,Laptop
1546,Premium,13,France,43,Male,Smart TV
1786,Premium,15,France,43,Female,Laptop
1831,Premium,14,France,43,Male,Laptop
2266,Premium,15,France,43,Male,Tablet
18,Standard,12,Mexico,43,Male,Smartphone
753,Standard,12,Mexico,43,Female,Smartphone
1143,Standard,13,Mexico,43,Male,Smart TV
1398,Standard,12,Mexico,43,Male,Smart TV
1443,Standard,13,Mexico,43,Female,Laptop
2448,Standard,13,Mexico,43,Male,Tablet
45,Basic,10,Germany,43,Female,Laptop
510,Basic,15,Germany,43,Female,Tablet
615,Standard,13,Germany,43,Male,Smart TV
780,Basic,15,Germany,43,Female,Laptop
1035,Basic,14,Germany,43,Male,Smartphone
1290,Standard,13,Germany,43,Male,Laptop
1545,Basic,13,Germany,43,Female,Laptop
2265,Standard,10,Germany,43,Male,Tablet
124,Premium,15,Australia,43,Male,Laptop
214,Standard,13,Australia,43,Female,Laptop
2039,Basic,11,Australia,43,Male,Laptop
2354,Premium,13,Australia,43,Female,Smart TV
231,Premium,11,United States,43,Male,Smartphone
381,Premium,10,United States,43,Female,Laptop
471,Premium,15,United States,43,Male,Tablet
715,Basic,12,United States,43,Female,Laptop
716,Premium,10,United States,43,Male,Laptop
803,Standard,14,United States,43,Male,Smart TV
820,Basic,11,United States,43,Female,Tablet
1016,Premium,10,United States,43,Female,Tablet
1075,Basic,11,United States,43,Male,Smart TV
1151,Premium,12,United States,43,Male,Laptop
1256,Premium,13,United States,43,Male,Laptop
1555,Basic,13,United States,43,Female,Smartphone
1751,Premium,14,United States,43,Female,Tablet
1780,Basic,13,United States,43,Male,Smart TV
1808,Basic,12,United States,43,Male,Laptop
1853,Standard,13,United States,43,Male,Laptop
1871,Basic,10,United States,43,Female,Smart TV
2303,Standard,14,United States,43,Male,Laptop
2336,Basic,14,United States,43,Male,Smartphone
2366,Premium,11,United States,43,Male,Smart TV
333,Standard,15,United Kingdom,43,Female,Smart TV
1243,Standard,14,United Kingdom,43,Female,Smartphone
1423,Standard,12,United Kingdom,43,Male,Smart TV
1573,Standard,15,United Kingdom,43,Male,Smart TV
1588,Standard,15,United Kingdom,43,Male,Tablet
10,Premium,15,Italy,44,Female,Smart TV
340,Basic,14,Italy,44,Female,Smartphone
350,Basic,10,Italy,44,Female,Smartphone
515,Basic,15,Italy,44,Female,Laptop
680,Basic,15,Italy,44,Female,Laptop
890,Basic,10,Italy,44,Male,Smart TV
935,Basic,10,Italy,44,Male,Smartphone
1250,Basic,10,Italy,44,Female,Smartphone
1310,Basic,15,Italy,44,Male,Laptop
119,Standard,11,Spain,44,Female,Smartphone
399,Standard,12,Spain,44,Female,Smartphone
724,Premium,14,Spain,44,Male,Laptop
756,Premium,14,Spain,44,Female,Smartphone
876,Premium,11,Spain,44,Male,Tablet
1116,Premium,11,Spain,44,Female,Laptop
1174,Premium,11,Spain,44,Female,Laptop
1341,Premium,14,Spain,44,Female,Smart TV
1537,Basic,15,Spain,44,Male,Tablet
1834,Standard,10,Spain,44,Male,Smart TV
1984,Standard,11,Spain,44,Male,Smartphone
2074,Premium,14,Spain,44,Male,Smartphone
2092,Basic,10,Spain,44,Female,Laptop
2344,Premium,10,Spain,44,Female,Tablet
2436,Premium,14,Spain,44,Female,Smart TV
217,Basic,15,Brazil,44,Male,Smart TV
267,Basic,11,Brazil,44,Female,Laptop
317,Basic,15,Brazil,44,Female,Tablet
497,Basic,11,Brazil,44,Male,Smartphone
782,Basic,13,Brazil,44,Female,Laptop
1532,Basic,13,Brazil,44,Female,Tablet
1982,Basic,14,Brazil,44,Female,Smartphone
302,Premium,11,Canada,44,Male,Tablet
322,Basic,15,Canada,44,Male,Smartphone
1179,Standard,14,Canada,44,Female,Smartphone
1362,Premium,13,Canada,44,Female,Laptop
1827,Basic,13,Canada,44,Female,Laptop
1857,Basic,13,Canada,44,Female,Smart TV
2067,Basic,10,Canada,44,Female,Laptop
2109,Standard,12,Canada,44,Male,Tablet
2187,Premium,15,Canada,44,Male,Tablet
266,Premium,10,France,44,Male,Tablet
511,Premium,11,France,44,Female,Smart TV
991,Premium,11,France,44,Female,Smart TV
1696,Premium,13,France,44,Male,Laptop
1966,Premium,10,France,44,Female,Tablet
2416,Premium,14,France,44,Male,Tablet
188,Standard,15,Mexico,44,Female,Smart TV
738,Standard,14,Mexico,44,Female,Smartphone
1113,Standard,13,Mexico,44,Male,Laptop
1188,Standard,10,Mexico,44,Male,Tablet
1278,Standard,13,Mexico,44,Male,Laptop
1578,Standard,11,Mexico,44,Female,Laptop
2208,Standard,13,Mexico,44,Male,Laptop
375,Basic,14,Germany,44,Female,Laptop
385,Premium,15,Germany,44,Male,Smartphone
525,Basic,14,Germany,44,Male,Tablet
1530,Basic,12,Germany,44,Male,Smartphone
1965,Standard,12,Germany,44,Female,Tablet
2100,Basic,14,Germany,44,Female,Smart TV
2430,Basic,10,Germany,44,Female,Tablet
94,Premium,12,Australia,44,Male,Smartphone
234,Standard,14,Australia,44,Female,Laptop
599,Premium,15,Australia,44,Male,Smart TV
914,Basic,12,Australia,44,Female,Smart TV
929,Premium,13,Australia,44,Male,Smart TV
341,Premium,13,United States,44,Female,Laptop
776,Premium,11,United States,44,Male,Laptop
970,Basic,15,United States,44,Female,Tablet
